PROLIFIC_PID,ChoiceType,Phase,Condition,Stim1,Stim2,Validity,FreeChoiceResp,Response.keys,FreeChoiceAccuracy,RT_io,SSAwareness,S2RAwareness,S2RAwarenessyn,S1Awareness,S1Awarenessyn,S1TransferAwareness
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,364.60000000147375,-1,-1,1,NA,NA,1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,1173.1000000015115,1,1,1,NA,NA,-1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,508.8999999985049,-1,-1,1,NA,NA,1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,240.69999999551328,-1,-1,1,NA,NA,1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,NA,1,1,1,NA,NA,-1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,-1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,NA,-1,-1,1,NA,NA,1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,395.60000000147966,-1,-1,1,NA,NA,1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,-1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,NA,-1,-1,1,NA,NA,1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,-1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,252.1000000015192,-1,-1,1,NA,NA,1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,-1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,247.49999999994543,-1,-1,1,NA,NA,1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,-1
